fromNode	toNode	weight	direction	fromAltName	toAltName
C20orf141	TMEM239	0.1247867956661	undirected	NA	NA
C20orf141	CHI3L1	0.146694254449671	undirected	NA	NA
C20orf141	HSPA6	0.0861959573993176	undirected	NA	NA
C20orf141	ITK	0.100281456552273	undirected	NA	NA
C20orf141	MC5R	0.116424334536936	undirected	NA	NA
C20orf141	LINC02605	0.104572937288231	undirected	NA	NA
C20orf141	HP	0.0902806049111252	undirected	NA	NA
C20orf141	AQP9	0.115896986982392	undirected	NA	NA
C20orf141	HABP2	0.082242600227883	undirected	NA	NA
C20orf141	SERPINE1	0.143139914872569	undirected	NA	NA
C20orf141	MYBPH	0.0959882704118492	undirected	NA	NA
C20orf141	LRRC15	0.0751298999259135	undirected	NA	NA
C20orf141	NRAP	0.0974053841460053	undirected	NA	NA
C20orf141	SOCS3	0.13791330145363	undirected	NA	NA
C20orf141	AC007336.2	0.10350678125966	undirected	NA	NA
C20orf141	AC061992.1	0.132589242177869	undirected	NA	NA
C20orf141	S100A8	0.0833414537865947	undirected	NA	NA
C20orf141	CCL4	0.0670497464808032	undirected	NA	NA
C20orf141	MMP2-AS1	0.100818352309915	undirected	NA	NA
C20orf141	SPOCD1	0.0720639543042675	undirected	NA	NA
C20orf141	APOD	0.0741635043702587	undirected	NA	NA
C20orf141	AREG	0.0661540540602639	undirected	NA	NA
C20orf141	ANO3	0.0825475880256876	undirected	NA	NA
C20orf141	HNRNPKP3	0.093912607584627	undirected	NA	NA
C20orf141	CCL2	0.104532935264127	undirected	NA	NA
C20orf141	S100A9	0.0794558560915361	undirected	NA	NA
C20orf141	SLCO1B1	0.0867230635564201	undirected	NA	NA
C20orf141	AL133330.1	0.0805782010327233	undirected	NA	NA
C20orf141	CCL4L2	0.0705225344909424	undirected	NA	NA
C20orf141	IL1RN	0.0776153107250783	undirected	NA	NA
C20orf141	AC245100.2	0.0748656471167811	undirected	NA	NA
C20orf141	AP000777.2	0.0983995484391426	undirected	NA	NA
C20orf141	FCAR	0.0685811919927614	undirected	NA	NA
C20orf141	AC092756.1	0.0541103256453141	undirected	NA	NA
C20orf141	AC093281.2	0.0814091804432376	undirected	NA	NA
C20orf141	LINC01993	0.0866444560833272	undirected	NA	NA
C20orf141	NLRC5	0.097485881466163	undirected	NA	NA
C20orf141	AC024145.1	0.0736929005445139	undirected	NA	NA
C20orf141	SOCS1	0.118000967788545	undirected	NA	NA
C20orf141	ICAM1	0.145825854985258	undirected	NA	NA
C20orf141	PCDH12	0.0741986000110577	undirected	NA	NA
C20orf141	SMPD5	0.0831405464305629	undirected	NA	NA
C20orf141	BX640514.2	0.0840450066729648	undirected	NA	NA
C20orf141	FP475955.1	0.0715474684241981	undirected	NA	NA
C20orf141	SLC5A12	0.113200535067505	undirected	NA	NA
C20orf141	CXCL5	0.0715534981536855	undirected	NA	NA
C20orf141	MIR4731	0.0689601415761519	undirected	NA	NA
C20orf141	RN7SL399P	0.0847238810131372	undirected	NA	NA
C20orf141	FOXC2	0.0708724281110008	undirected	NA	NA
C20orf141	AC078845.1	0.0743790827774989	undirected	NA	NA
C20orf141	LNCTAM34A	0.090346708629964	undirected	NA	NA
