fromNode	toNode	weight	direction	fromAltName	toAltName
USP9Y	KDM5D	0.269946829357397	undirected	NA	NA
USP9Y	UTY	0.272626434248653	undirected	NA	NA
USP9Y	DDX3Y	0.269575188421812	undirected	NA	NA
USP9Y	TXLNGY	0.269746505110738	undirected	NA	NA
USP9Y	RPS4Y1	0.270615008563869	undirected	NA	NA
USP9Y	XIST	0.264635468340535	undirected	NA	NA
USP9Y	ZFY	0.26874198686987	undirected	NA	NA
USP9Y	EIF1AY	0.270506224765756	undirected	NA	NA
USP9Y	NLGN4Y	0.258027010151269	undirected	NA	NA
USP9Y	TTTY14	0.270577524610527	undirected	NA	NA
USP9Y	PCDH11Y	0.271868126183291	undirected	NA	NA
USP9Y	TTTY10	0.270328833392925	undirected	NA	NA
USP9Y	AC010889.1	0.269814066206667	undirected	NA	NA
USP9Y	GYG2P1	0.271332884813368	undirected	NA	NA
USP9Y	ANOS2P	0.280381016425501	undirected	NA	NA
USP9Y	PRKY	0.270899701674011	undirected	NA	NA
USP9Y	TMSB4Y	0.270713195582011	undirected	NA	NA
USP9Y	AGKP1	0.267979742642212	undirected	NA	NA
USP9Y	AC009977.1	0.268221775549458	undirected	NA	NA
USP9Y	KDM5DP1	0.266071306567766	undirected	NA	NA
USP9Y	SHROOM2P1	0.263438960006742	undirected	NA	NA
USP9Y	AC006157.1	0.264709397287229	undirected	NA	NA
USP9Y	NAP1L1P2	0.260400255812703	undirected	NA	NA
USP9Y	FAM9B	0.0926865927370802	undirected	NA	NA
USP9Y	ARSFP1	0.243517366314584	undirected	NA	NA
USP9Y	LINC00278	0.262318678279469	undirected	NA	NA
USP9Y	CD24P4	0.240924393637477	undirected	NA	NA
USP9Y	U2AF1	0.0659183201001884	undirected	NA	NA
USP9Y	BCORP1	0.250547198196426	undirected	NA	NA
USP9Y	LINC02608	0.0666817309408896	undirected	NA	NA
USP9Y	EIF2S3B	0.0628468443182462	undirected	NA	NA
USP9Y	PPP1R2C	0.213329143049191	undirected	NA	NA
USP9Y	HIGD1AP11	0.0628336563380118	undirected	NA	NA
USP9Y	AL672277.1	0.152490692816689	undirected	NA	NA
USP9Y	AP001056.1	0.0688092439352993	undirected	NA	NA
USP9Y	AC091979.1	0.059307545460422	undirected	NA	NA
USP9Y	CCL3	0.0470443278575217	undirected	NA	NA
USP9Y	TSIX	0.230266844907966	undirected	NA	NA
USP9Y	AC025437.2	0.0737988978346924	undirected	NA	NA
USP9Y	AC025437.1	0.0719995684597957	undirected	NA	NA
USP9Y	AC134878.2	0.147928928525245	undirected	NA	NA
USP9Y	AC233266.2	0.113171071656371	undirected	NA	NA
USP9Y	TBL1Y	0.244735970031237	undirected	NA	NA
USP9Y	RNU6-255P	0.239473292954446	undirected	NA	NA
USP9Y	HSFY2	0.235353139220456	undirected	NA	NA
USP9Y	AC002076.2	0.0735059245000262	undirected	NA	NA
