fromNode	toNode	weight	direction	fromAltName	toAltName
AC017099.1	CRYAA2	0.0334728908345094	undirected	NA	NA
AC017099.1	PPIAP76	0.0291567585701069	undirected	NA	NA
AC017099.1	IL1RL1	0.0438241689959315	undirected	NA	NA
AC017099.1	AC105046.1	0.0377607253298278	undirected	NA	NA
AC017099.1	AC023442.3	0.0624005357438254	undirected	NA	NA
AC017099.1	AC122129.1	0.0626070071978819	undirected	NA	NA
AC017099.1	AL353604.1	0.0412065901954399	undirected	NA	NA
AC017099.1	LINC01987	0.031586626601699	undirected	NA	NA
AC017099.1	AL160408.6	0.0437245449725018	undirected	NA	NA
AC017099.1	LINC01219	0.0306107681191718	undirected	NA	NA
AC017099.1	LINC00620	0.0215612357027922	undirected	NA	NA
AC017099.1	AC093106.1	0.0342692525361692	undirected	NA	NA
AC017099.1	RNU6-315P	0.0633717736566398	undirected	NA	NA
AC017099.1	CCDC187	0.0545534897007631	undirected	NA	NA
AC017099.1	LINC02656	0.0567045807788807	undirected	NA	NA
AC017099.1	SLX1A	0.0303474957407467	undirected	NA	NA
AC017099.1	AC116609.3	0.0262507577286796	undirected	NA	NA
AC017099.1	AC010319.2	0.041693271218786	undirected	NA	NA
AC017099.1	VDAC1P4	0.0487571492836285	undirected	NA	NA
AC017099.1	AC027338.1	0.0358459646920424	undirected	NA	NA
AC017099.1	LINC01499	0.0604115428016836	undirected	NA	NA
AC017099.1	OR9K1P	0.0309340632934198	undirected	NA	NA
AC017099.1	AP000350.2	0.0471998103883702	undirected	NA	NA
AC017099.1	RETNLB	0.0358362515325779	undirected	NA	NA
AC017099.1	AC027801.1	0.054318978614235	undirected	NA	NA
AC017099.1	RNU6-227P	0.0405226671220903	undirected	NA	NA
AC017099.1	AL035696.1	0.0245340113626459	undirected	NA	NA
AC017099.1	AP002991.1	0.0445025127001529	undirected	NA	NA
AC017099.1	LINC02649	0.051611487142363	undirected	NA	NA
AC017099.1	AC078922.1	0.0330344668860626	undirected	NA	NA
AC017099.1	LINC01363	0.0478379134485648	undirected	NA	NA
AC017099.1	GUCY2C	0.0432563028821419	undirected	NA	NA
AC017099.1	Z69666.1	0.0486896432739362	undirected	NA	NA
AC017099.1	AC117383.1	0.0375547615359931	undirected	NA	NA
AC017099.1	AL050403.1	0.0304988585746333	undirected	NA	NA
